"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Snow Mountain","767	","Oregon","SNOTEL","Harney","6230","43.94885","-119.54013","171200020501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","94","2","1","Lowest",,,"0.88","0","0","15","2019, 2020, 2021, more","2011","17"
"Snowbird","766	","Utah","SNOTEL","Salt Lake","9177","40.56914","-111.65852","160202040202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","3",,,"7","12","3","3","3","-23","17","16","4",,,,"40.63","26","0","140","2007, 2012, 2018","2011","19"
"Snowslide Canyon","927	","Arizona","SNOTEL","Coconino","9730","35.3416","-111.65058","150200160201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"70",,,"1","2","1","91","3","18",,,,"1.43","0","0","16","2017, 2018, 2020, more","2005","23"
"Snowstorm Mtn","1208	","Nevada","SNOTEL","Elko","7403","41.33981","-116.98044","160401090203	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","10"
"Soldier Park","1132	","Wyoming","SNOTEL","Johnson","8720","44.34847","-107.0136","100902060103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","60","5","1","Lowest",,,"5.91","0","0","45","2018, 2020, 2021, more","2011","11"
"Soldier R.S.","769	","Idaho","SNOTEL","Camas","5740","43.48407","-114.82692","170402200303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","23"
"Somsen Ranch","770	","Idaho","SNOTEL","Caribou","6800","42.95275","-111.35933","170402070101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","16"
"Sonora Pass","771	","California","SNOTEL","Mono","8770","38.31021","-119.6003","160503020104	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"11.68","0","0","52","2015, 2018, 2020, more","2017","22"
"Sourdough Gulch","985	","Washington","SNOTEL","Asotin","4000","46.23718","-117.39438","170601030202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"2,100",,"7","8","10","1","100","1","21","Highest",,,"0.05","0","0","1","2018, 2019, 2020, more","2021","21"
"South Brush Creek","772	","Wyoming","SNOTEL","Carbon","8440","41.32943","-106.50248","101800020303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"53",,"3","1","2","1","88","3","15",,,,"1.88","0","0","28","2018, 2019, 2020, more","2011","17"
"South Colony","773	","Colorado","SNOTEL","Custer","10800","37.96811","-105.53787","110200011206	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-3.5","35","12","1","Lowest",,,"9.78","3.5","0","36","2018, 2020, 2021, more","2008","18"
"South Fork Bull Run","925	","Oregon","SNOTEL","Clackamas","2690","45.44575","-122.03125","170800010504	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.45","0","0","10","2018, 2019, 2020, more","2008","22"
"South Mtn.","774	","Idaho","SNOTEL","Owyhee","6500","42.76478","-116.90037","170501080205	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","91","3","1","Lowest",,,"0.57","0","0","11","2019, 2020, 2021, more","2011","23"
"South Pass","775	","Wyoming","SNOTEL","Fremont","9040","42.57317","-108.84325","100800030101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-1","47","10","1","Lowest",,,"14.78","1","0","63","2018, 2020, 2021, more","2011","18"
"Spencer Meadow","776	","Washington","SNOTEL","Skamania","3400","46.1795","-121.92661","170800020108	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","57","7","1","Lowest",,,"13","0","0","73","2019, 2020, 2021, more","2008","15"
"Spirit Lake","777	","Washington","SNOTEL","Skamania","3520","46.26113","-122.1772","170800050502	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","14"
"Spirit Lk","1117	","Utah","SNOTEL","Daggett","10235","40.83868","-110.00527","140401060501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","55","6","1","Lowest",,,"10.75","0","0","52","2018, 2020, 2021, more","2011","12"
"Spratt Creek","778	","California","SNOTEL","Alpine","6063","38.66627","-119.81741","160502010107	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","22"
"Spring Creek","2044	","Alaska","SNOTEL","Matanuska-Susitna","580","61.65722","-149.12853","190204020709	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2019, 2020","2019, 2020","2"
"Spring Creek Divide","779	","Wyoming","SNOTEL","Sublette","9000","42.52516","-110.66148","140401011001	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","36",,,"94","106","41","40","42","2","61","8","11",,,,"38.26","34","5","94","2007","2011","19"
"Spruce Springs","984	","Washington","SNOTEL","Garfield","5700","46.18287","-117.54155","170601030201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","95","2","1","Lowest",,,"0.67","0","0","14","2019, 2020, 2021, more","2011","21"
"Spud Mountain","780	","Colorado","SNOTEL","San Juan","10660","37.69866","-107.77715","140801040202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","56","8","1","Lowest",,,"12.35","0","0","88","2018, 2020, 2021, more","2019","17"
"Spur Park","781	","Montana","SNOTEL","Judith Basin","8100","46.77962","-110.62165","100401030301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","54",,,"135","129","72","68","69","12","90","3","20",,,,"40","42","1","86","2001","2011","22"
"Spuzzum Creek","1D19P	","British Columbia","Cooperator Snow Sensors","	","3927","49.65","-121.65","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","77",,,"116","104","49","49","51","3","63","7","10",,,,"66.24","74","0","130","2005","2011","17"
"Squamish Upper","3A25P	","British Columbia","Cooperator Snow Sensors","	","4551","50.15","-123.43333","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","77",,,"88","99","47","44","49","-0.5","47","11","9",,,,"87.55","77.5","44","189","2005","2010","20"
"Squaw Flat","782	","Idaho","SNOTEL","Adams","6240","44.77091","-116.24805","170501240401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","83","4","1","Lowest",,,"3.21","0","0","40","2019, 2020, 2021, more","2011","19"
"Squaw Valley G.C.","784	","California","SNOTEL","Placer","8013","39.18986","-120.26576","160501020202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","56","9","1","Lowest",,,"28.58","0","0","115","2018, 2020, 2021, more","2011","19"
"St. Lawrence Alt","786	","Wyoming","SNOTEL","Fremont","8620","43.03313","-109.17025","100800020105	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","75","5","1","Lowest",,,"1.59","0","0","21","2019, 2020, 2021, more","2011","17"
"Stag Mountain","1203	","Nevada","SNOTEL","Elko","7640","41.408","-115.4464","170501020101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","9"
"Stahl Peak","787	","Montana","SNOTEL","Lincoln","6030","48.90902","-114.86298","170101010801	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","36",,,"58","64","41","31","32","-20.5","6","17","2","2nd Lowest",,,"61.78","56.5","23","138","2015","2011","18"
"Stampede Pass","788	","Washington","SNOTEL","King","3850","47.27427","-121.34162","171100130103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","57",,,"208","228","43","59","56","32","89","3","17",,,,"27.37","25","0","74","2015, 2016, 2019, more","2008","19"
"Starr Ridge","789	","Oregon","SNOTEL","Grant","5250","44.26423","-119.02162","171200020102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","16"
"State Line","1258	","California","SNOTEL","Modoc","5680","41.98609","-120.71574","180102040201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","6"
"State Line AM","993	","California","SNOLITE","Modoc","5680","41.9869","-120.7151","180102040201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0",,,"-0.5","0","2","1","Lowest",,,"0.5","0.5","0","1","2021","2020","2"
"Steel Creek Park","790	","Utah","SNOTEL","Summit","10158","40.90862","-110.50462","140401070203	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","9",,,"40","51","15","14","13","-8.5","24","17","6",,,,"22.36","17.5","0","80","2000, 2012","2011","22"
"Stevens Pass","791	","Washington","SNOTEL","King","3950","47.74607","-121.09288","171100090102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","25",,,"118","147","17","22","21","8","56","9","11",,,,"21.16","17","0","74","2015, 2016, 2019, more","2011","19"
"Stickney Mill","792	","Idaho","SNOTEL","Custer","7430","43.86117","-114.20902","170402180303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","7"
"Stillwater Creek","793	","Colorado","SNOTEL","Grand","8720","40.22543","-105.91977","140100010306	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"850",,"5","2","3","1","100","1","16","Highest",,,"0.12","0","0","1","2018, 2019, 2020, more","2005, 2021","17"
"Strawberry","794	","Oregon","SNOTEL","Lake","5770","42.12587","-120.8361","180102040501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.24","0","0","5","2018, 2019, 2020, more","2001","21"
"Strawberry Divide","795	","Utah","SNOTEL","Wasatch","8123","40.16483","-111.20665","140600040103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"317",,"3","2","2","1","94","2","18","2nd Highest",,,"0.32","0","0","5","2018, 2019, 2020, more","2011","19"
"Stringer Creek","1009	","Montana","SNOTEL","Meagher","6550","46.9269","-110.90198","100301030801	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","89","3","1","Lowest",,,"1.7","0","0","17","2019, 2020, 2021, more","2010, 2011","20"
"Stuart Mountain","901	","Montana","SNOTEL","Missoula","7400","46.99523","-113.92664","170102040102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","55",,,"108","106","59","54","55","3","61","8","12",,,,"51","52","30","95","2005","2011","19"
"Stump Lakes","797	","Colorado","SNOTEL","San Juan","11200","37.47621","-107.63295","140801040702	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","50","11","1","Lowest",,,"11.38","0","0","54","2018, 2020, 2021, more","2019","21"
"Sucker Creek","798	","Wyoming","SNOTEL","Sheridan","8880","44.7225","-107.40033","100901010203	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","14",,,"88","215","24","23","24","7.5","59","8","11",,,,"15.94","6.5","0","75","2016, 2018, 2020, more","2011","18"
"Sugarloaf Mtn","1095	","Alaska","SNOTEL","Valdez-Cordova","550","61.081","-146.2995","190202011101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"7.38","0","0","51","2018, 2019, 2020, more","2013","13"
"Summer Rim","800	","Oregon","SNOTEL","Lake","7080","42.6957","-120.80158","180102020103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","88","3","1","Lowest",,,"2","0","0","32","2019, 2020, 2021, more","2011","18"
"Summit Creek","955	","Alaska","SNOTEL","Kenai Peninsula","1400","60.61713","-149.53128","190203020401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"1,000",,"2","2","2","1","100","1","19","Highest",,,"0.1","0","0","1","2018, 2019, 2020, more","2005, 2021","20"
"Summit Lake","801	","Oregon","SNOTEL","Klamath","5610","43.44907","-122.13808","170703020203	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","38",,,"70","76","38","36","34","-12","29","11","5",,,,"54.6","50","0","112","2015","2011","15"
"Summit Lk","1194	","Nevada","SNOTEL","Humboldt","7615","41.48953","-118.99663","160402021301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","10"
"Summit Meadow","1052	","California","SNOTEL","Alpine","9313","38.39747","-119.53522","160503020203	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","53","9","1","Lowest",,,"15.17","0","0","53","2018, 2020, 2021, more","2019","18"
"Summit Ranch","802	","Colorado","SNOTEL","Summit","9400","39.71796","-106.15802","140100020502	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","76","5","1","Lowest",,,"0.56","0","0","6","2018, 2020, 2021, more","2007","18"
"Sun Pass","1078	","Oregon","SNOTEL","Klamath","5400","42.78637","-121.97715","180102010602	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","15"
"Sunflower Flat","1249	","Utah","SNOTEL","Garfield","10018","38.048","-111.33981","140700030406	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","71","3","1","Lowest",,,"4.75","0","0","36","2018, 2020, 2021, more","2019","8"
"Sunset","803	","Idaho","SNOTEL","Shoshone","5540","47.55545","-115.82422","170103020102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"4.5","0","0","17","2016, 2018, 2019, more","2014","8"
"Surprise Lakes","804	","Washington","SNOTEL","Skamania","4290","46.09497","-121.76345","170800020107	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","55",,,"106","112","39","43","42","6","57","7","9",,,,"51.93","49","0","123","2015","2011","15"
"Susitna Valley High","967	","Alaska","SNOTEL","Matanuska-Susitna","375","62.13333","-150.04167","190205050105	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"2.95","0","0","55","2018, 2019, 2020, more","2003","19"
"Suu Ranch","1248	","Utah","SNOTEL","Iron","8050","37.59711","-112.92949","160300060306	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","86","2","1","Lowest",,,"0.13","0","0","1","2018, 2020, 2021, more","2019","8"
"Swamp Creek","975	","Washington","SNOTEL","Skagit","3930","48.57142","-120.78267","171100050503	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","86","4","1","Lowest",,,"0.5","0","0","6","2019, 2020, 2021, more","2011","22"
"Swan Lake Mtn","1077	","Oregon","SNOTEL","Klamath","6830","42.41323","-121.68002","180102040802	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","86","3","1","Lowest",,,"4.4","0","0","49","2019, 2020, 2021, more","2011","15"
"Swede Peak","805	","Idaho","SNOTEL","Blaine","7640","43.626","-113.96887","170402210301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"25",,"2","2","2","1","69","5","10",,,,"4","0","0","31","2016, 2018, 2020, more","2011","14"
"Swift Creek","1012	","Washington","SNOTEL","Skamania","4440","46.1638","-122.18402","170800020304	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","184",,,"209","244","80","118","114","108.5","100","1","18","Highest",,,"87.89","75.5","0","184","2005, 2015","2021","18"
"Sylvan Lake","806	","Wyoming","SNOTEL","Park","8420","44.47764","-110.15651","100700010404	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-2","29","13","1","Lowest",,,"13.17","2","0","65","2015, 2016, 2021, more","2011","18"
"Sylvan Road","807	","Wyoming","SNOTEL","Park","7120","44.47825","-110.03808","100800120103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","94","2","1","Lowest",,,"0.06","0","0","1","2019, 2020, 2021, more","2004","18"
"TV Ridge AM","1230	","Oregon","SNOLITE","Wallowa","7050","45.39608","-117.38919","170601050203	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","7"
"Tahoe City Cross","809	","California","SNOTEL","Placer","6797","39.17162","-120.15362","160501010101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","94","2","1","Lowest",,,"0.17","0","0","3","2019, 2020, 2021, more","2011","18"
"Takka Wiiya","1247	","Utah","SNOTEL","Juab","9122","39.74104","-113.98262","160203060804	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","86","2","1","Lowest",,,"3.5","0","0","28","2018, 2020, 2021, more","2019","8"
"Taos Powderhorn","1168	","New Mexico","SNOTEL","Taos","11057","36.58203","-105.45611","130201010701	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","36",,,"114","100","48","50","51","0","50","6","6",,,,"31.45","36","0","67","2018","2017","11"
"Taylor Butte","810	","Oregon","SNOTEL","Klamath","5030","42.69108","-121.42592","180102020606	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","86","4","1","Lowest",,,"0.14","0","0","1","2019, 2020, 2021, more","2000, 2001, 2002","22"
"Taylor Canyon","811	","Nevada","SNOTEL","Elko","6325","41.2287","-116.0293","170501050105	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","17"
"Taylor Green","812	","Oregon","SNOTEL","Baker","5740","45.07707","-117.55067","170601040502	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","95","2","1","Lowest",,,"1.32","0","0","29","2019, 2020, 2021, more","2011","22"
"Telaquana Lake","1266	","Alaska","SNOTEL","Bethel","1275","60.98243","-153.91772","190304052303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","6"
"Temple Fork","1013	","Utah","SNOTEL","Cache","7406","41.793","-111.54605","160102030303	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","19"
"Tenquille Lake","1D06P	","British Columbia","Cooperator Snow Sensors","	","5476","50.53333","-122.91667","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","50",,,"94","106",,"41","42","3","60","7","10",,,,"53.13","47","19","97","2019","2011","16"
"Tent Mtn Lower","1202	","Nevada","SNOTEL","Elko","7100","40.97852","-115.17215","160401010704	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","10"
"Tent Mtn Upper","1201	","Nevada","SNOLITE","Elko","8333","40.96535","-115.16458","160401010704	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","2",,,"28",,"3","3","3","2","78","3","7",,,,"7.2","0","0","46","2015, 2018, 2020, more","2019","10"
"Tepee Creek","813	","Montana","SNOTEL","Madison","8000","44.78562","-111.71","100200070602	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"32",,"2","2","2","1","67","7","13",,,,"3.11","0","0","20","2018, 2019, 2020, more","2011","19"
"Teuchet Creek","951	","Alaska","SNOTEL","Fairbanks North Star","1640","64.94583","-145.51667","190803060301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","12"
"Thaynes Canyon","814	","Utah","SNOTEL","Summit","9230","40.6235","-111.53322","160201020101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","57","11","1","Lowest",,,"13.71","0","0","81","2018, 2020, 2021, more","2011","24"
"Thistle Flat","1226	","Utah","SNOTEL","Sanpete","8787","39.23803","-111.51998","160300040501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.88","0","0","7","2017, 2018, 2020, more","2019","8"
"Three Creeks Meadow","815	","Oregon","SNOTEL","Deschutes","5690","44.14425","-121.64095","170703010601	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"4.64","0","0","40","2018, 2019, 2020, more","2011","14"
"Thumb Divide","816	","Wyoming","SNOTEL","Teton","7980","44.36917","-110.57717","100700010409	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"34",,"2","2","2","1","88","3","15",,,,"2.94","0","0","41","2018, 2019, 2020, more","2011","17"
"Thunder Basin","817	","Washington","SNOTEL","Skagit","4320","48.52753","-120.9895","171100050702	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","14",,,"122","350","13","16","16","10","69","5","9",,,,"11.5","4","0","42","2018, 2019, 2020, more","2011","14"
"Tie Creek","818	","Wyoming","SNOTEL","Sheridan","6870","44.81243","-107.41017","100901010205	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","90","3","1","Lowest",,,"0.59","0","0","12","2019, 2020, 2021, more","2011","22"
"Timber Creek","819	","Wyoming","SNOTEL","Park","7950","44.0274","-109.17879","100800090210	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","71","6","1","Lowest",,,"1.89","0","0","11","2018, 2020, 2021, more","2011","18"
"Timberline","1097	","Utah","SNOTEL","Carbon","8736","39.67712","-110.43395","140600070903	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.08","0","0","1","2017, 2018, 2020, more","2019","13"
"Timpanogos Divide","820	","Utah","SNOTEL","Utah","8140","40.42817","-111.61633","160202010802	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"3.48","0","0","47","2017, 2018, 2020, more","2011","23"
"Tinkham Creek","899	","Washington","SNOTEL","King","2990","47.33198","-121.46975","171100120101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","37",,,"189","308","35","44","44","25","75","5","13",,,,"19.59","12","0","76","2018, 2019, 2020, more","2008","17"
"Tipton","821	","Oregon","SNOTEL","Baker","5150","44.65567","-118.42617","170502020101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"6.32","0","0","135","2018, 2019, 2020, more","2000","22"
"Tizer Basin","893	","Montana","SNOTEL","Jefferson","6880","46.34937","-111.85308","100301010701	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"81",,"3","2","2","1","90","3","19",,,,"1.23","0","0","23","2018, 2019, 2020, more","2011","22"
"Toe Jam","1136	","Nevada","SNOTEL","Elko","7690","41.3187","-116.3408","160401060202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"2.73","0","0","26","2018, 2019, 2020, more","2011","11"
"Togwotee Pass","822	","Wyoming","SNOTEL","Teton","9580","43.74902","-110.0578","100800010201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","42",,,"89","91","53","49","52","-4","38","14","9",,,,"47.45","46","4","111","2001","2011","22"
"Tok","2080	","Alaska","SNOTEL","Southeast Fairbanks","1630","63.3532","-142.98164","190803020903	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","3",,,"700",,,"17","19","3","100","1","7","Highest",,,"0.43","0","0","3","2016, 2018, 2019, more","2021","7"
"Toketee Airstrip","1044	","Oregon","SNOTEL","Douglas","3240","43.22718","-122.42537","171003010404	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","17"
